,id,text,start_time,withheld
0,1465591408786616321,"#Omicron hysteria is definitely a transformer in the press. It goes from being a weenie derivative of COV2 Sars to THE END OF PUBLIC FREEDOM.  Most definitely a #Decepticon. 
#Deceptive
#Con https://t.co/6LQmxj12eY",2021-11-30T04:00:00Z,
1,1465591406483886086,#Nowplaying Want to Want Me - Jason Derulo  - Stream here-&gt; https://t.co/YiXxSepm8x - Non Stop Hits from the 70s to Today #Rideshare #Radio #Hits #Uber #RideshareRadio #Omicron #WWERaw #SEAvsWAS #MCCelebrity #FotoEscolarxBoric,2021-11-30T04:00:00Z,
2,1465591402478383105,"Get 10% off  building your  website with me...
https://t.co/Y8BlQGHMwf
#deprem 
#83Trailer
#SEAvsWAS 
#salı
#SITALA 
#Timbiebs
#BallonDor
#BringBackJoe 
#Flames 
#SpiderManNoWayHome 
#BallonDor 
#BallonDor
#EnsembleCitoyens
#DOGEorTesla
#BalondeOro #hartaberfair 
#Omicron",2021-11-30T04:00:00Z,
3,1465591374682591234,@lebas_janney #omicron was invented to prevent a Fed taper….,2021-11-30T04:00:00Z,
4,1465591368919789569,"The Delhi government has designated Lok Nayak Jai Prakash Narayan Hospital (LNJP) as the dedicated facility to treat patients testing positive for the new COVID-19 variant 'Omicron'. 

#NewsLife #BreakingNews #CoronaVirus #CoronaVirusIndia #Covid19 #Covid19India #Omicron #India https://t.co/qwbJ69wj2A",2021-11-30T04:00:00Z,
5,1465591329065340929,"Detection of #Omicron has brought back spotlight on an issue—genome sequencing—which often fails to get popular attention as compared to other aspects. Through an RTI application, the reply to which I got on Oct 1,gathered some info on this key aspect of #pandemic mgmt 
#INSACOG",2021-11-30T04:00:00Z,
6,1465591324455976963,"#Vaccine inequality is about to rear its ugly head. 

Much of the world await a 1st dose whereas it’s suggested by #Moderna at least 3 doses of the current may be needed OR a remake entirely to fight #Omicron 

When will we learn, we’re not safe until we’re ALL safe. #covid19",2021-11-30T04:00:00Z,
7,1465591301416624134,"#Omicron according to Dr. K
 https://t.co/vTMeCmxaVN",2021-11-30T04:00:00Z,
8,1465591257439289355,The crucial questions about #Omicron being asked here by @MishalHusain Hope the libertarians are listening to the answers and will realise we may need more rather than fewer restrictions for a time #r4today,2021-11-30T04:00:00Z,
9,1465591252242604038,"South Korean government begins consultations to suspend arrival of foreign workers with travel records in South Africa
https://t.co/QdU0jh6KTE
#coronavirus #covidvariant #Omicron #OmicronVariant #Omikron #SouthKorea #Lockdown",2021-11-30T04:00:00Z,
