,id,text,start_time,withheld
0,1466346386090303491,"#DeiseToday with @damienwlr after 10am, @MaryButlerTD on #Omicron, &amp; FF declaring itself a charity for a raffle, @davidcullinane on handling of children and masks, &amp; @eoghancorry on all things travel and #Covid. Listen via https://t.co/qh418jh5ZM #Waterford https://t.co/wZepbHRZLZ",2021-12-02T06:00:00Z,
1,1466346381921042432,"The emergence of Omikron may be a contraction in the market in the short term, but in the long term, it will be a crazy growth of Metaverse.

#Omicron #Metaverse #game #market #growth #crazy",2021-12-02T06:00:00Z,
2,1466346352892252167,"@SputnikInt Why so much hesitation to name this new #coronavirus from a Greek letter starting from #Xi ?
@WHO Chief @DrTedros's decision to change new variant's name as #Omicron deviating it's nomenclature from Greek word #Xi serially; what it signifies @UN @UN_HRC ? https://t.co/JT8HG2VJVb",2021-12-02T06:00:00Z,
3,1466346289566683137,"New confirmed cases rose to 8,561 Wednesday from 4,373 a day earlier in South Africa
https://t.co/yWfjGRw85P

#Omicron | #OmicronVarient |",2021-12-02T06:00:00Z,
4,1466346270876913666,"@selflyss @CloudLimitless Done all tasks, followed with post notifications on✔️

Join:
@oo_olakunle 
@OFT94179931 
@OketunbiF 

#NFTGiveaway #NFTCommunity #NFTs #NFTs #Binance   #shiba #Omicron #SpiderManNoWayHome   #BalondeOro   #eth #BTCUSDT #btc   #ada #CyberMonday",2021-12-02T06:00:00Z,
5,1466346255278166019,"@SputnikInt Why so much hesitation to name this new #coronavirus from a Greek letter starting from #Xi ?
@WHO Chief @DrTedros's decision to change new variant's name as #Omicron deviating it's nomenclature from Greek word #Xi serially; what it signifies @UN @UN_HRC ? https://t.co/JT8HG2VJVb",2021-12-02T06:00:00Z,
6,1466346183425593344,"#Omicron  variant: UK approves GSK Covid drug

Preclinical data showed that the drug retains activity against key mutations of the new Omicron #SARSCoV2 variant, GlaxoSmithKline said in a statement.

https://t.co/uXz5VrpHcV https://t.co/RGOhwxILik",2021-12-02T06:00:00Z,
7,1466346131953111040,7 Day US Covid Deaths by County  For NM   2021-11-29:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/89j0qGDtfG,2021-12-02T06:00:00Z,
8,1466346119009427470,#Omicron sounds more like a Decepticon name than a virus #Transformers #OmnicronVariant,2021-12-02T06:00:00Z,
9,1466346105180938249,"https://t.co/OoHoC7F1XH
With its fixation on the generation of short term profits, global #capitalism can't make the rational choices necessary to deal with the causes that drive the pandemic but, at the same time, it is unable to cope with the inevitable effects. #Omicron #OECD",2021-12-02T06:00:00Z,
