,id,text,start_time,withheld
0,1466406797980352516,"With the emergence of #Omicron, the world is once again scrambling to manage the spread of this latest variant with travel restrictions

Has it learned anything from Delta &amp; the initial COVID19 response? And is there a better way?

New commentary explores: https://t.co/whoGfONQ7G https://t.co/Z4JipTKEyp",2021-12-02T10:00:00Z,
1,1466406789579251715,"As far as coincidences go, this would be a very fucking strange one #Omicron #Delta https://t.co/iTwui3gKG3",2021-12-02T10:00:00Z,
2,1466406789155631105,"@SquawkCNBC @ScottGottliebMD More and more people are waking up to the view that this is not about health but about subjugation, which must be stopped. #Omicron #Plandemic #Scamdemic #USA #UK #France #Germany #WorldWide #AlexJones https://t.co/awXwUAaOVJ",2021-12-02T10:00:00Z,
3,1466406788777975814,"my dad told me that amir khan is in sg, i was like HUH WHEN?!?!, #omicron 🤦‍♂️",2021-12-02T10:00:00Z,
4,1466406787247128585,"How is the #Omicron variant different from other coronavirus variants? Is it more pathogenic? Are disinfectants effective against it? Here’s everything you need to know about the Omicron variant, according to the experts. #VitalOxide #Disinfect #COVID19 

https://t.co/6UUhJlnmKL",2021-12-02T10:00:00Z,
5,1466406774794117120,"Folks like @Tuliodna among many others at @ceri_news and @nicd_sa along with @drSikhulileMoyo at @AidsHarvard deserve huge credit for their textbook transparency and communication having identified #Omicron. It is shameful how too many have responded

https://t.co/XFhsx5vVQn",2021-12-02T10:00:00Z,
6,1466406750517612547,"""Viruses are virtually impossible to stop"" @TuckerCarlson from @FoxNews... When will this #Covid tyranny end? @FriendsoftheCI #COVID19 #TravelBans #Africa #Omicron #USA https://t.co/kstTje596E #FoxNews",2021-12-02T10:00:00Z,
7,1466406724164898825,"The eleventh dose
guarantees that no new mutations
will develop, so there is no longer
any reason to criticise the idea of the twelfth dose.
#Covaxin #VaccineSideEffects #vaccinated #Omicron #VaccineSideEffects #WINTER #چیری_چلی https://t.co/UhS0mgl9pD",2021-12-02T10:00:00Z,
8,1466406706682892291,"High time we should now start saying
Do gaj ki doori aur N95 mask hai zaroori. 😓

#OmicronVarient #Omicron #Omicronindia",2021-12-02T10:00:00Z,
9,1466406689385553922,7 Day Covid Deaths per 1K Population by County For OR   2021-11-29:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/lCHU64PRLB,2021-12-02T10:00:00Z,
10,1466406623828660225,"Epidemiological update for 2/12 on the #Omicron variant: Since 1/12, 20 additional SARS-CoV-2 Omicron cases have been confirmed, bringing the total to 79 confirmed cases. Cases have been reported by 15 EU/EEA countries, per public sources.

More info: https://t.co/XBiu7wAhxp",2021-12-02T10:00:00Z,
